QUOTATION_ID（报价单号）,INQUIRY_ID（报价单对应询单号）,QUOTE_TIME（报价时间）,id（供应商代码）
a55932282b9945c9ae43005fc95b8a60,95e0f55564ee4d9dbe9192d9e70284e2,2022/04/11 16:01:05,34483
0fa6a01508404e989aa13c890911015f,95e0f55564ee4d9dbe9192d9e70284e2,2022/04/12 10:56:55,40417
1b94976eacd1422bbc9887f91b61e3ec,8ae50012f16945799604fa57a070e4ff,2022/06/02 17:15:32,12627
9bf593532ad54aee85a38465cb3c0161,8ae50012f16945799604fa57a070e4ff,2022/06/03 13:34:04,38548
84e0ec8519a84f3c83a364c27776418d,8ae50012f16945799604fa57a070e4ff,2022/06/02 17:12:12,19556
69bb0e7807964cf091aaa6240dcaa9f3,49c87e6be86645b68d109fe19e8f0e3e,2022/05/20 14:50:23,39908
e33074b6aafa4e54af3bb4be079b8bb4,49c87e6be86645b68d109fe19e8f0e3e,2022/05/20 17:14:49,17975
c4c2479da04211ec906d005056b12bb8,7dd6b50b9f8511ec906d005056b12bb8,2022/03/10 15:21:57,27298
bc26e23ea11b11ec906d005056b12bb8,7dd6b50b9f8511ec906d005056b12bb8,2022/03/11 17:15:03,37270
221e39bda01d11ec906d005056b12bb8,7dd6b50b9f8511ec906d005056b12bb8,2022/03/10 10:52:32,23924
7e6e1008a0e211ec906d005056b12bb8,7dd6b50b9f8511ec906d005056b12bb8,2022/03/11 10:25:18,23813
03cc72e3a02511ec906d005056b12bb8,7dd6b50b9f8511ec906d005056b12bb8,2022/03/10 11:48:57,32474
0ab32429a8c211ec906d005056b12bb8,c4c01266a68e11ec906d005056b12bb8,2022/03/21 10:53:09,23335
655c6af9a92911ec906d005056b12bb8,c4c01266a68e11ec906d005056b12bb8,2022/03/21 23:13:00,1125
110e6af8aa9511ec906d005056b12bb8,c4c01266a68e11ec906d005056b12bb8,2022/03/23 18:36:15,25865
5136f763a64248c7b25828d64ee8dfaf,24dbce89a04b11ec906d005056b12bb8,2022/03/16 11:16:04,4167
8e6f3b3944494b409a846dc973203017,24dbce89a04b11ec906d005056b12bb8,2022/03/14 12:53:54,33499
c73fd1ba7c384eb9bc9be5650533de9b,24dbce89a04b11ec906d005056b12bb8,2022/03/14 18:31:50,45362
983a359e7cab4bef96918e55dd89dad6,24dbce89a04b11ec906d005056b12bb8,2022/03/13 14:47:13,32962
975cc6676b8811ecb29f005056b12bb8,1941641a7dbb4d598ae90135659acb51,2022/01/02 12:58:14,23312
b6d4ceed6ae311ecb29f005056b12bb8,1941641a7dbb4d598ae90135659acb51,2022/01/01 17:17:59,22295
9fce9f206b8911ecb29f005056b12bb8,1941641a7dbb4d598ae90135659acb51,2022/01/02 13:05:37,26859
8b6f234d6bc411ecb29f005056b12bb8,1941641a7dbb4d598ae90135659acb51,2022/01/02 20:07:23,33464
323765846afa11ecb29f005056b12bb8,1941641a7dbb4d598ae90135659acb51,2022/01/01 19:58:55,1104
e7f80464f59811ebaf97005056b12bb8,bc86c67ef58111ebaf97005056b12bb8,2021/08/05 10:57:44,8213
438a8cabf5ac11ebaf97005056b12bb8,bc86c67ef58111ebaf97005056b12bb8,2021/08/05 13:16:18,34399
09469c31f5b711ebaf97005056b12bb8,bc86c67ef58111ebaf97005056b12bb8,2021/08/05 14:33:24,43107
bfbd9c9ff59511ebaf97005056b12bb8,bc86c67ef58111ebaf97005056b12bb8,2021/08/05 10:35:08,269
9dfa27aef5a311ebaf97005056b12bb8,bc86c67ef58111ebaf97005056b12bb8,2021/08/05 12:14:24,25798
4d04eaf9fc1d458383c8b55806e98031,b508c61170e94983b0af07324db3d965,2022/05/02 11:10:16,34252
f24ee2f4a0694ee094ae410098e28099,b508c61170e94983b0af07324db3d965,2022/05/01 09:27:52,10681
91d3ea87358946e5a1c55fae12e13279,b508c61170e94983b0af07324db3d965,2022/05/01 12:20:52,27660
a3a415335b2d46f89692b11de096522e,b508c61170e94983b0af07324db3d965,2022/05/02 08:48:32,26309
7c3fed3f181e4327b34ced538c79cfbd,b508c61170e94983b0af07324db3d965,2022/05/02 13:53:03,25356
5b9db8878683438f9f6a6f0120fab797,6cc24710fc8d4301adaabf0ae097f42a,2022/02/10 12:50:38,38403
676b960195e74ad1a58fe96e14f27a50,6cc24710fc8d4301adaabf0ae097f42a,2022/02/10 12:49:48,16210
8f3fb1eea42a4b7d90fd49c07b43b08e,6cc24710fc8d4301adaabf0ae097f42a,2022/02/10 12:54:55,29163
332c8d0d314347e4bd6574c031622d83,6cc24710fc8d4301adaabf0ae097f42a,2022/02/10 12:09:42,1880
8aaf680cc8e94cd69501377bb2080a94,6cc24710fc8d4301adaabf0ae097f42a,2022/02/09 11:51:20,45697
7f84d02a61114e87b0ed2f99677a0aeb,6cc24710fc8d4301adaabf0ae097f42a,2022/02/10 14:09:44,26457
ba9261ca0fb4479d8250648550199e0f,3de01baf875541c78bddd39e26218016,2022/02/26 20:29:34,14483
0616a605f9d04102a6873deb6bb42103,8998f8e5e12f437793a1cb4e64959d98,2022/06/14 07:32:53,21612
550c6be65df042a186e4ca65c28edbcd,8998f8e5e12f437793a1cb4e64959d98,2022/06/13 19:37:03,32143
9cbf57fcb95548e7bcef3735ecd52b7a,8998f8e5e12f437793a1cb4e64959d98,2022/06/14 09:19:49,16695
bfa0ed0b833a413ead529571767b75bf,740177d5a0154690812da23774f82dd5,2022/06/21 14:15:15,23547
8b8f66c2a24c48fa91b59e3ea4ee590b,740177d5a0154690812da23774f82dd5,2022/06/21 11:38:53,8861
540a23368f5447c5843b9b60e9b463cd,740177d5a0154690812da23774f82dd5,2022/06/21 10:44:36,36470
6cf10d71637e4d8aa5ab715e9f57b494,0b3e7dd1cbf84ca097248d0c5d967002,2022/06/25 11:53:10,24928
16cf5fe15801482d9ca515c3ce2a8078,0b3e7dd1cbf84ca097248d0c5d967002,2022/06/27 07:49:38,23928
36edc402e32a43298847d5ca137ba1a4,0b3e7dd1cbf84ca097248d0c5d967002,2022/06/30 10:22:17,3562
9bb7dee914a74dcf9118156e13077455,0b3e7dd1cbf84ca097248d0c5d967002,2022/06/24 09:37:36,35311
c3cf33c7500f40f3b2166e38a5089a14,0b3e7dd1cbf84ca097248d0c5d967002,2022/06/28 08:11:24,29520
d7d9e7fd358111ecaf97005056b12bb8,95e2d61d331c11ecaf97005056b12bb8,2021/10/25 18:53:53,30399
6d633449dd6b11ebaf97005056b12bb8,1f384300db0611ebaf97005056b12bb8,2021/07/05 16:31:43,42786
3234c2da4b2542929b356fdad1d0768d,06771e7e08494a8e9c9fd7df128e3689,2022/05/05 15:42:04,10330
abd6a08b593a46fb8740ad9a5c32f813,fab5fc7b27844806a8ad9e25ddb4cd45,2022/04/12 10:27:11,29531
1a672aebfd364f679810e180dd5cb865,fab5fc7b27844806a8ad9e25ddb4cd45,2022/04/10 11:56:03,21767
343301b93f0249529fbfe2d88746504b,fab5fc7b27844806a8ad9e25ddb4cd45,2022/04/11 16:12:03,3235
c7eb1aa0bc8a48f9820db8250c7aee85,2eb01ec8248e47ff99b63de3f303a19f,2022/06/14 11:08:13,21631
13520f7e4cf84728a304aaaa77cd12fd,2eb01ec8248e47ff99b63de3f303a19f,2022/06/15 08:24:50,16983
