INQUIRY_ID（询单号）,INQUIRY_TITLE（询单标题）,INQUIRY_STATUS_NAME（询价状态）,PUR_METHOD_NAME（采购方式名称）,QUOTE_START_DATE,TECH_CLAUSE（技术条款）,id（采购商代码）
c94d1f51617311ecb29f005056b12bb8,钢板网（21-09-138）,已结束,公开,2021/12/21 11:45:00,"钢板网须是冲切拉制而成
网格尺寸：短节距22MM，长节距60MM，丝梗宽4.5MM
钢板原材料尺寸规格：Q235  δ2
",18149
da4e39bae9ef4662a8357960f3617bc0,仓储物资采购,已结束,公开,2022/06/02 13:30:00,,8827
831bfcec97ed44a39b9421d25e743e47,Φ28*3500+1000/1000等,已结束,公开,2022/03/14 10:29:00, ,16263
3852a78198974666b923b1e56907e650,2万吨焦煤-屯兰海进江水运询比价,已结束,定向,2022/03/31 10:30:00,,16133
b20464b909634f56ad9c3b028b5efa47,金泰科技4月份亚钠车间丙纶滤布物资招标采购项目,已结束,公开,2022/04/06 13:00:00,,39696
40fee6fff82146eead52f6778e730c9b,轴套,已结束,公开,2021/12/13 16:00:00,,40349
cdd3e431e9d511ebaf97005056b12bb8,钢材一批,已结束,定向,2021/07/21 13:10:00,,12261
3bc8d6ecf0dd11ebaf97005056b12bb8,焦化分厂机加工2021年6月费用结算,已结束,定向,2021/07/30 10:24:14,1、 ： <br/>,42570
1a06536e3aeb11ecaf97005056b12bb8,A092111802电器,已结束,公开,2021/11/01 16:09:00,,36283
5ac8f84928ae11ecaf97005056b12bb8,棒条筛网采购,已结束,公开,2021/10/11 09:00:00,所有标的物必须满足现场使用要求，保证不低于同类产品使用寿命。附图纸（规格型号）要求的以指定的为准，现场测绘的按企业标准执行。,27019
061947c435f0464e8e7aa22501c3eebc,瑞祥焦化项目--办公楼强电改造施工,已结束,公开,2021/12/14 12:00:00,"1.务必详细阅读技术附件，具体要求见技术附件，对技术要求有异议，请务必在报价备注或附件中说明，否则认为完全响应技术附件要求（注意;报价供应商在报价前需提前与项目确认技术协议要求，签订技术协议）；
2.质保期为设备正式移交后1年；技术疑问咨询项目负责人。负责人--王文斌17799114486；
注意：报价须附报价清单（以附件形式上传）。",42319
bd46907fd64c11ec906d005056b12bb8,铜管采购,已结束,定向,2022/05/18 10:30:00,,31586
e3a8ecda48e411ecb29f005056b12bb8,湘潭电机2021019-1117-16,已结束,定向,2021/11/19 18:00:00,按国标执行 ,40056
4d71188d356f499d8ac7de3eee7cdb4c,气体检测报警控制器采购询价,已结束,公开,2022/05/07 13:39:17,[NULL],19379
49f81d24062c11ecaf97005056b12bb8, 维修杂品,已结束,定向,2021/08/26 13:13:03,,34018
a01de53f56da41e9bf15084f6bf286ed,2110-2201总成、胶带剥皮机、导模导块冲子和输送带切割机等7项,已结束,定向,2022/04/28 12:00:00,"(一)技术参数及技术资料
1、(总成T10 合金钢 订扣机) 适用于T10拉杆订扣机，齿条的截面尺寸分别是68mm,8mm,机头行走槽的尺寸分别是68mm,8mm；输送带厚度7.5-16mm；抗拉强度≤2000N/mm的双排输送带扣装订。",1762
b88876ad4a8d11ecb29f005056b12bb8,耐磨管道、耐磨无缝钢管,已作废,定向,2021/11/21 13:45:00,条款名：验收标准；条款内容：<br/>,10856
6b68404a639611ecb29f005056b12bb8,1780磨辊一般检修维护（清扫）,已结束,公开,2021/12/23 11:00:00,,16707
ca51b26c306f11ecaf97005056b12bb8,电缆线,已结束,定向,2021/10/19 13:20:00,按采购汇总表（或图纸）约定供货；如无，按相关产品国家标准组织供货。,12974
66ac323c5fe94728a7ea73a27de23120,高碳铬铁采购,已结束,定向,2021/07/27 18:30:00,按GB/T5683-2008执行。铬铁化学元素标准Cr≥52%、Si≤1.3%，高碳铬铁C10.0要求C≤10.0%、P≤0.06%、S≤0.06%；低碳铬铁C1.0要求C≤1.0%、P≤0.06%、S≤0.05%；中碳铬铁C2.0要求C≤2.0%、P≤0.06%、S≤0.05%。粒度自然块100-200mm，每块重量不大于12公斤。表面无杂物、无锈迹、无水迹，一车一指标。,40056
37f2342713f84f1991ad2f09ee21c423,1月中旬过滤器,已结束,定向,2022/01/14 09:23:00,,28080
f3bc9721f87a4b4f9bcc6dc5c40f6b44,淄博朗晖化工邻苯二甲酸二辛脂采购22.3.28,已结束,定向,2022/03/28 13:55:00,,34241
730a5142eab311ebaf97005056b12bb8,四芯光缆采购,已结束,公开,2021/07/22 14:10:01,[NULL],19379
5e86dfe671d611ecb29f005056b12bb8,胶珠,已结束,公开,2022/01/11 08:00:00,,29355
d6c0b0328f84484cabdc8ddfa6bae9e5,9月下旬锻压氧枪喷头,已结束,公开,2021/09/23 11:00:00,,28080
66294878fb7845e88fa671ede1de27b7,2021年12月份金属锰公开招标采购,已结束,公开,2021/11/30 10:05:33,,36271
b99ad6e848e711ecb29f005056b12bb8,气力备件（B022110039）,已结束,公开,2021/11/19 11:21:00,,36283
2477855333a843039f3b862f64c22c62,机械95项,已结束,公开,2021/11/21 14:00:00,,45853
ad7444f381f34382a25f8d5dca66d60b,钢材一批10.13,已结束,公开,2021/10/16 23:00:00,"<p>
一、按照公开采购清单中型规、品牌要求和技术附件要求报价。技术参数、安装尺寸、功能不符做无效标处理。厂家产品升级替代等原因导致报价为替代型号（如是高效节能产品，同等优先）须注明。供应商需保证新旧型号的完全互换性。替代型号产品的性能（品牌）不低于现有产品水平，供应商需保证新旧型号的完全互换性或提供资料供用户签字确认，同时签署型规变更确认单并上传。
<p>
若投标人投其它品牌产品，要求为同档次品牌，且报价之前必须与现场技术人员进行技术交流，供应商提供替代品牌资料供用户签字确认，确保所供产品能完全替代原品牌产品。同时签署品牌变更确认单，品牌变更确认单须经用户设备室主任及以上级设备管理人员签字，盖设备室章或厂部章并上传，未上传确认单将做无效标处理。 
<p>
合格证：国产产品合格证必须是原制造厂提供的产品合格证；进口产品需提供原产地证明及实际制造商证明（如有必要，需提供进口报关证明）。
<p>
三、卖方负责免费指导安装调试。
<p>
四、产品质保期：上机使用起十二个月或产品交付起十八个月，以先到为准。
<p>
五、验收标准：质量验收以买方检验结果为准。
<p>
六、验收地点：韶钢工程北区钢材库物资验收小组，未按规定执行到货验收的单位，不办理结算手续。",25656
6311f4333559499b9e6f7cd6933055b3,华宝信托华链聚宝项目技术开发项目,已结束,定向,2021/12/23 11:15:00,,41750
fe662907e90e11ebaf97005056b12bb8,报装办球管武汉轨道交通12号线科普公园站给水工程,已结束,定向,2021/07/20 12:05:00,,12547
744da21d1cf3452295ab9357bb6a4c0e,联轴器,已结束,定向,2022/03/05 11:00:00,,7552
7b7513cc992011ec906d005056b12bb8,四钢轧2022年一季度钢包盖检修抢修及定修,已结束,定向,2022/03/01 13:28:53,[NULL],23547
0f61535d439911ecaf97005056b12bb8,邢台矿 工具11-4,已结束,公开,2021/11/16 15:30:00,,3253
60c497c98daa4b8fad2223cb07e930d4,询价单,已结束,定向,2022/04/25 17:15:02,[NULL],27669
27c2e6de74e311ecb29f005056b12bb8,热电偶年度采购,已结束,定向,2022/01/17 10:00:00,详见附件,12974
b973c13337cd11ecaf97005056b12bb8,电气备件,已结束,公开,2021/10/28 17:05:00,"1、质量标准： 按国标。 
2、出卖人对质量负责的条件及期限： 出卖人对产品实行包退、包换，因出卖人产品质量引起的损失，由出卖人负全责。期限为正常使用期。 
",24473
5bac0ead63a34e7ca1cfc26bba8bd3ff,进口轴承,已作废,公开,2022/04/27 15:41:00,保证原厂真品,40150
0471d268455042a99f2bce503013d60e,2022年3月正常计划（刮板输送机配件圆环链）,已结束,定向,2022/04/03 18:00:00,"一、所供配件满足主机配套使用要求，保证质量、尺寸与晋能控股装备制造集团金鼎山西煤机有限责任公司型号同部件完全互换。 
二、主机型号为SGW-40T、SGZ-880/800、SGZ-764/132等。 
三、要求产品符合GB/T 12718-2009、MT/T 522 -2004等相关标准。
四、为保证生产，供应商供货不能因疫情等原因影响到货时间。
五、所报产品严格按商务条款和技术要求执行，产品到矿后，将有矿方、采供分公司（供应站、纪委、业务科等）、煤炭事业部相关部门等多方共同验收，对达不到主机使用要求、以次充好，将直接退货；对存在内在质量问题的，虽使用但不予结算；对生产或者设备造成重大损失的，按要求追究经济责任；出现以上质量问题的，还将对供方进行考核打分，直至打入黑名单。
六、产品为“安标”产品，报价时需提供相应规格圆环链煤安证、产品检验报告及合格证等质量证明文件。否则报价无效。
1、18×64-15C圆环链，25MnV钢及以上材质为原材料。试验延伸率小于1.6%,破断伸长率大于12%，破断负荷不小于410KN。
2、22×86-11C规格圆环链材质要求为优质钢25MnV；试验延伸率小于1.6%，破断伸长率大于12%，破断负荷不小于610KN；
七、所供配件为全新、未曾使用过的产品。",1762
a348b4f020ca11ecaf97005056b12bb8,钢材需求,已结束,公开,2021/09/29 10:12:00,,36283
4082749808524b3aaa9099324c82b8c6,循环风机,已结束,公开,2022/04/25 11:09:00, ,10326
a6232309e07a11ebaf97005056b12bb8,三水宝钢-2021年7月五金类,已结束,公开,2021/07/09 14:10:00,"技术条款:1.需提供已做过的方案说明；2.提供现场测量服务，并根据我司技术要求提供图纸及参数；3.提供现场售后服务，质保范围内的质量问题需到我司现场处理；4.精度，硬度要求需根据我司现有材料测定；5.需提供产品质量承诺保证书。
",2405
21be1c9249e7430dacbc0d8d54a151f8,气控阀等,已结束,定向,2021/12/24 10:59:00,,7552
f36a845221ba11ecaf97005056b12bb8,防锈剂询价0930,已结束,公开,2021/09/30 14:59:00,,27004
d2b1c8abf69411ebaf97005056b12bb8,机电安装分公司常用用物资,已结束,公开,2021/08/06 17:25:00,按国家标准执行,11835
47db5447767611ecb29f005056b12bb8,"	 天源公司电仪车间检修使用防爆分析仪",已结束,公开,2022/01/17 10:00:00,,23225
2c9fd93ecbe04c07b74731bed9fb788a,远距离读、硬盘采购,已结束,公开,2022/01/05 12:00:00,"1、产品所采用的技术标准和质量要求为国家标准和行业标准。

2、按产品的包装运输防护标准要求包装，确保运输途中产品不受损。

3、卖方对买方提出的不符合本合同约定产品技术标准的内在质量异议应在收到书面通知之日起 3个工作日内给予书面答复；逾期不答复，视为存在质量异议。卖方应就有质量异议的货物予以更换、退货、减少价款 ，否则买方不给予结算。",24855
f7e4589de2b311ebaf97005056b12bb8,工程机械备件采购,已结束,定向,2021/07/12 09:58:00,,35935
6d855a7fdf7e11ebaf97005056b12bb8,皮带机备件,已结束,定向,2021/07/08 07:52:46,[NULL],44382
c51a4ff6aedc47a19ba2473dec02b8d8,配电箱,已结束,公开,2022/02/07 16:44:00,严格按照我方图纸、品牌要求核算价格报价，配电柜内电气元件品牌不得变更，柜体厚度必须满足图纸要求，报价时必须注明。柜内用铜线线径必须是正公差，,39826
7e2567e7990e11ec906d005056b12bb8,备件(仪器测量控制)数字称重传感器（智能）,已结束,公开,2022/02/28 09:13:14,"1、出卖人供货产品除满足上述质量要求外，应满足与买受人签订《技术附件》规定的要求。2、因出卖人供货产品在质保期出现质量问题等违约给买受人造成损失的，出卖人应当赔偿给买受人造成的损失。3、出卖人供货产品与合同约定不符的,产生的相关费用和生产损失由出卖人承担。4、所供备件满足参数及互换性，相关条款必须响应附件工业品买卖合同文本要求，售后服务方面免费提供所供备件的现场指导和技术咨询。
",13373
871029ce1c3711ecaf97005056b12bb8,工程-2021-09-6：副井零星工程（BAMM2021AC007-QT001）,已结束,公开,2021/09/24 18:00:00,详见附件,7485
d28445957486437085d01702292da9fb,电控S622P0157项目施耐德PLC元件采购,已结束,公开,2022/06/24 13:13:58,[NULL],21535
4b4d266ef4c611ebaf97005056b12bb8,特钢公司检修用钢钢纤维浇注料FHA-80,已结束,定向,2021/08/04 17:00:00,1、报价要求：报价为不含税价包干价，在上期合同价基础上降5.83%。 2、钢纤维浇注料FHA-80技术要求见附件。,5598
284463ebd5d440bfb3a2346988ce18ac,1 二氧化硫测定器,已结束,公开,2021/07/19 17:00:00,,40349
120463bd52b7458ab8ab4b6bfed1b390,宝钢股份有限公司宝山基地白云石细粒招标,已结束,公开,2022/05/22 12:00:00,详见标书,22766
aec6fbdee84f11ebaf97005056b12bb8,办公用品,已结束,定向,2021/07/19 13:10:49,[NULL],44382
8058145be46511ebaf97005056b12bb8,机械加工件,已结束,定向,2021/07/14 13:45:00,,40267
2e3034ab3ae649aea5b2b759f9f8fab4,五交配件,已结束,公开,2022/02/10 17:00:00,,29497
2da2d56ce39f11ebaf97005056b12bb8,矿泉水采购,已结束,公开,2021/07/15 15:30:00,,21552
e9c0d644bfc011ec906d005056b12bb8,冀中能源股份2022年4月份正式计划水泵等一批询,已结束,公开,2022/04/27 10:00:00,,3253
0548a8d2797540cf94fb91cdb016a94b,加工-备件加工维修询价单-彩印,已结束,公开,2022/05/13 15:00:00,,30955
7d78f3b2945d40008df2a232f0b0399b,制造室分析仪器修复共3台,已结束,定向,2022/05/10 08:34:25,[NULL],37821
d0e87078662742d2baf3c3238c8a7a24,关于PN22Q2B1817的询价,已结束,定向,2022/05/10 18:00:00,,44382
